,GeneID,Chromosome,Start,End,Strand,RT_ESC_RANK_median,probe_dist,FamilyAge,GeneAge,BirthType,GeneAge_GROUPED
ENSG00000196812,ENSG00000196812,6,28092338,28097860,1,0.485894066602858,314,Theria,Theria,Duplicate,Middle
ENSG00000196814,ENSG00000196814,9,129089128,129269320,1,0.287327581939779,324,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196821,ENSG00000196821,6,34555065,34664636,-1,0.0516996279281059,480.5,Bilateria,Bilateria,Singleton,Old
ENSG00000196832,ENSG00000196832,14,20665495,20666605,1,0.308212736488627,52,Theria,Theria,Duplicate,Middle
ENSG00000196834,ENSG00000196834,2,131217028,131267239,-1,0.671772034608283,219.5,Chordata,HomoSapiens,Duplicate,Recent
ENSG00000196839,ENSG00000196839,20,43248163,43280874,-1,0.17170750143754,369.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196843,ENSG00000196843,2,97202480,97218375,1,0.181220245929206,1565.5,Bilateria,Chordata,Duplicate,Old
ENSG00000196844,ENSG00000196844,11,125646008,125648714,-1,0.237893438387476,281,Theria,Theria,Singleton,Middle
ENSG00000196850,ENSG00000196850,12,110969120,111021125,-1,0.0294125538528153,131.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196859,ENSG00000196859,17,39114669,39123144,-1,0.92648099000823,195.5,Mammalia,Mammalia,Duplicate,Middle
ENSG00000196860,ENSG00000196860,14,58862634,58875419,1,0.2744118113744,331.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196862,ENSG00000196862,2,108443388,108507297,1,0.569861667712921,40.5,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000196865,ENSG00000196865,10,115614420,115676953,1,0.719515247175922,1398.5,Bilateria,Bilateria,Singleton,Old
ENSG00000196866,ENSG00000196866,6,26199079,26199471,-1,0.703976168524559,417,Mammalia,Theria,Duplicate,Middle
ENSG00000196867,ENSG00000196867,19,57050317,57068169,1,0.811423666511078,61,Theria,Eutheria,Duplicate,Middle
ENSG00000196872,ENSG00000196872,2,99410309,99552722,-1,0.735897420477323,157.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196873,ENSG00000196873,9,70856397,70914929,1,0.654106136942626,562,Fungi-Metazoa_group,HomoSapiens,Duplicate,Recent
ENSG00000196876,ENSG00000196876,12,51984050,52206648,1,0.0465264500418425,496,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000196878,ENSG00000196878,1,209788215,209825811,-1,0.339581293059701,91,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196900,ENSG00000196900,5,125967414,125971979,1,0.124226006729029,493.5,Chordata,Chordata,Singleton,Old
ENSG00000196911,ENSG00000196911,6,117002350,117063029,1,0.346208895955412,933.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196914,ENSG00000196914,11,120207787,120360645,1,0.230826824889357,834,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196917,ENSG00000196917,12,123104824,123215390,-1,0.0486735079537712,79,Euteleostomi,Mammalia,Duplicate,Middle
ENSG00000196923,ENSG00000196923,5,176910395,176924607,-1,0.12392022589848,360,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196924,ENSG00000196924,X,153576892,153603006,-1,0.250140284473319,397,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196932,ENSG00000196932,10,63166401,63213208,-1,0.931919470929773,343.5,Bilateria,Bilateria,Singleton,Old
ENSG00000196934,ENSG00000196934,22,21737663,21743446,1,0.192030361584676,330.5,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000196935,ENSG00000196935,12,64238073,64541613,1,0.482925078145275,475,Chordata,Euteleostomi,Duplicate,Old
ENSG00000196936,ENSG00000196936,1,248112160,248113098,1,0.861822916353445,357,Mammalia,HomoSapiens,Duplicate,Recent
ENSG00000196937,ENSG00000196937,7,120988905,121036418,-1,0.523310584041386,214.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196943,ENSG00000196943,14,24769068,24778330,1,0.030459656591011,215,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000196944,ENSG00000196944,1,248524883,248525929,1,0.824706165901598,511,Theria,Catarrhini,Duplicate,Recent
ENSG00000196946,ENSG00000196946,12,8290733,8341133,1,0.174554825207628,86,Amniota,HomoPanGorilla,Duplicate,Recent
ENSG00000196950,ENSG00000196950,2,196440701,196602426,1,0.329563732635604,369.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196954,ENSG00000196954,11,104813593,104840163,-1,0.685060085239298,608,Bilateria,Simiiformes,Duplicate,Recent
ENSG00000196961,ENSG00000196961,19,50270225,50310370,1,0.0726503565052906,759.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000196963,ENSG00000196963,5,140560980,140565793,1,0.204774274996427,339.5,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000196966,ENSG00000196966,6,26225383,26225844,1,0.613916543575619,233.5,Bilateria,Eutheria,Duplicate,Middle
ENSG00000196968,ENSG00000196968,10,75532049,75540009,1,0.0740955294472491,553,Bilateria,Chordata,Duplicate,Old
ENSG00000196975,ENSG00000196975,2,69871557,70053596,1,0.0461932599613541,501.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000196976,ENSG00000196976,X,153706028,153707596,-1,0.276838513026217,207,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000196981,ENSG00000196981,3,122130715,122134882,-1,0.211230830294415,670.5,Bilateria,Sarcopterygii,Duplicate,Old
ENSG00000196990,ENSG00000196990,9,136444079,136451319,-1,0.308308957990525,262,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000197006,ENSG00000197006,16,21608539,21668794,1,0.206439415842963,656.5,Bilateria,Bilateria,Singleton,Old
ENSG00000197013,ENSG00000197013,19,21679484,21739072,1,0.482836373948213,588,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000197016,ENSG00000197016,19,57078880,57100279,1,0.84187985357678,135.5,Mammalia,Eutheria,Duplicate,Middle
ENSG00000197019,ENSG00000197019,19,40927499,40931932,-1,0.117817677832833,227.5,Sarcopterygii,Sarcopterygii,Singleton,Old
ENSG00000197020,ENSG00000197020,19,21905568,21950430,-1,0.516383676762369,56,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000197021,ENSG00000197021,X,149097745,149107029,-1,0.425519006290944,1418,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000197024,ENSG00000197024,7,148823508,148880116,1,0.107799076551144,90,Amniota,Amniota,Duplicate,Middle
ENSG00000197037,ENSG00000197037,7,99214569,99230030,1,0.165867596437769,604.5,Amniota,Eutheria,Duplicate,Middle
ENSG00000197043,ENSG00000197043,5,150480273,150537443,-1,0.278469189921353,229,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197045,ENSG00000197045,14,54941202,54955914,-1,0.0643298565605716,296,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197046,ENSG00000197046,18,43405477,43424045,1,0.336469938413613,725,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000197050,ENSG00000197050,19,37498759,37621216,1,0.654863765619224,152.5,Mammalia,Theria,Duplicate,Middle
ENSG00000197054,ENSG00000197054,19,12035890,12091196,1,0.381002105307958,201,Eutheria,HomoSapiens,Duplicate,Recent
ENSG00000197056,ENSG00000197056,1,35525387,35581460,1,0.0971366470229855,80.5,Bilateria,Eutheria,Duplicate,Middle
ENSG00000197057,ENSG00000197057,4,36283244,36347378,1,0.831428024234865,185,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000197063,ENSG00000197063,17,79876146,79885590,-1,0.128119623681407,402,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197070,ENSG00000197070,9,140500106,140509812,1,0.30289881152567,278,Bilateria,Bilateria,Duplicate,Old
ENSG00000197077,ENSG00000197077,22,25348697,25593415,1,0.227155604509273,343,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000197079,ENSG00000197079,17,39632941,39637392,-1,0.307567173479503,628.5,Mammalia,Mammalia,Duplicate,Middle
ENSG00000197081,ENSG00000197081,6,160390131,160534539,1,0.508697637345785,23,Bilateria,Bilateria,Singleton,Old
ENSG00000197084,ENSG00000197084,1,152777311,152779107,-1,0.855356183781218,502,HomoPanGorilla,HomoPanGorilla,Singleton,Recent
ENSG00000197093,ENSG00000197093,7,99756867,99766373,-1,0.0973807859538811,308,Chordata,Euteleostomi,Duplicate,Old
ENSG00000197102,ENSG00000197102,14,102430865,102517129,1,0.00807728622057207,231,Bilateria,Bilateria,Duplicate,Old
ENSG00000197106,ENSG00000197106,1,110693108,110744824,1,0.295070174618896,463,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197110,ENSG00000197110,19,39734246,39735646,-1,0.107147152745621,154,Amniota,HomoPanGorilla,Duplicate,Recent
ENSG00000197111,ENSG00000197111,12,53835525,53874946,1,0.0156794787755259,514.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197114,ENSG00000197114,20,62338817,62367494,1,0.133058030355108,324.5,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000197119,ENSG00000197119,14,100757448,100772884,-1,0.130918836700546,589,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000197121,ENSG00000197121,2,197697728,197792520,-1,0.497049978280772,274,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000197122,ENSG00000197122,20,35973088,36034453,1,0.0550088611676386,1031.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197123,ENSG00000197123,7,63688852,63727309,1,0.76865008634492,327.5,Euteleostomi,Hominoidea,Duplicate,Recent
ENSG00000197124,ENSG00000197124,19,20107867,20150315,-1,0.178330825252038,593,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000197125,ENSG00000197125,11,124310022,124311054,-1,0.821603716370469,91,Theria,Eutheria,Duplicate,Middle
ENSG00000197128,ENSG00000197128,19,57978031,57988938,-1,0.146479657710511,491.5,Amniota,Eutheria,Duplicate,Middle
ENSG00000197134,ENSG00000197134,19,22235254,22274282,1,0.74749766269645,302,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000197136,ENSG00000197136,11,65383244,65404910,1,0.110918526756285,173,Bilateria,Chordata,Duplicate,Old
ENSG00000197140,ENSG00000197140,8,38964509,39142430,1,0.517729043026277,529.5,Euteleostomi,Mammalia,Duplicate,Middle
ENSG00000197142,ENSG00000197142,10,114133776,114188138,1,0.367665712624307,38,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197147,ENSG00000197147,1,89990395,90063423,1,0.342137754958068,966,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197150,ENSG00000197150,7,150725510,150744869,1,0.301270447647407,538.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000197153,ENSG00000197153,6,27858093,27860884,-1,0.775745959506476,18.5,Bilateria,Eutheria,Duplicate,Middle
ENSG00000197157,ENSG00000197157,7,127292234,127732661,1,0.329998695458484,178.5,Bilateria,Bilateria,Singleton,Old
ENSG00000197165,ENSG00000197165,16,28603264,28608430,-1,0.289463653021564,1314,Euteleostomi,Hominoidea,Duplicate,Recent
ENSG00000197168,ENSG00000197168,13,52611093,52703214,-1,0.370301048398027,260.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000197170,ENSG00000197170,17,65334032,65362743,-1,0.068596100531115,258.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000197172,ENSG00000197172,X,151867214,151870825,1,0.347563861239342,382.5,Eutheria,HomoPanGorilla,Duplicate,Recent
ENSG00000197177,ENSG00000197177,10,134884433,134945179,1,0.347771107551121,287,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197181,ENSG00000197181,8,22132810,22215076,1,0.0876443727306412,120,Bilateria,Chordata,Duplicate,Old
ENSG00000197183,ENSG00000197183,20,31030862,31172876,-1,0.0487602460864911,53,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197191,ENSG00000197191,9,140119087,140120763,1,0.244077635948723,288,Theria,Theria,Singleton,Middle
ENSG00000197208,ENSG00000197208,5,131630136,131679899,1,0.289357948150488,814.5,Bilateria,Amniota,Duplicate,Middle
ENSG00000197213,ENSG00000197213,19,56700939,56709289,-1,0.270774707993185,1196,Eutheria,Simiiformes,Duplicate,Recent
ENSG00000197217,ENSG00000197217,8,23243296,23315208,-1,0.276069897519475,939,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197223,ENSG00000197223,2,68268262,68338080,-1,0.511497775571673,472,Chordata,Chordata,Singleton,Old
ENSG00000197226,ENSG00000197226,5,179289066,179334859,-1,0.157386457471253,873.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000197233,ENSG00000197233,9,125273081,125274022,1,0.455679589800336,142.5,Theria,Eutheria,Duplicate,Middle
ENSG00000197241,ENSG00000197241,1,9063359,9086404,-1,0.111998243032384,587.5,Chordata,Mammalia,Duplicate,Middle
ENSG00000197245,ENSG00000197245,1,26485511,26489119,1,0.077901598711002,107,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197249,ENSG00000197249,14,94843084,94857030,-1,0.583832983528082,167,Tetrapoda,Mammalia,Duplicate,Middle
ENSG00000197256,ENSG00000197256,19,11274943,11308467,-1,0.0880653418014423,145,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197262,ENSG00000197262,17,34639793,34641846,1,0.509177125743462,689.5,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000197263,ENSG00000197263,11,124189134,124190184,-1,0.899960863754516,32,Mammalia,Theria,Duplicate,Middle
ENSG00000197265,ENSG00000197265,8,30435835,30515768,-1,0.150562479443063,163.5,Bilateria,Bilateria,Singleton,Old
ENSG00000197272,ENSG00000197272,16,28510683,28523372,-1,0.286747246006461,376.5,Mammalia,Mammalia,Singleton,Middle
ENSG00000197273,ENSG00000197273,1,42628362,42630389,-1,0.491706909305221,371.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000197275,ENSG00000197275,8,95384188,95487337,-1,0.164565136636846,842.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000197279,ENSG00000197279,6,28048753,28057341,1,0.558303638051718,520,Theria,Eutheria,Duplicate,Middle
ENSG00000197283,ENSG00000197283,6,33387847,33421466,1,0.0962444007644057,844.5,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000197296,ENSG00000197296,20,42931478,42939809,-1,0.366401301950937,259.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197299,ENSG00000197299,15,91260558,91358859,1,0.0712871800114633,929.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000197302,ENSG00000197302,16,31724550,31806190,1,0.816427184609741,624,Eutheria,Eutheria,Singleton,Middle
ENSG00000197309,ENSG00000197309,11,124055923,124056952,1,0.885190053657366,374.5,Amniota,Theria,Duplicate,Middle
ENSG00000197312,ENSG00000197312,1,15943995,15995539,1,0.0345104430398778,877,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197321,ENSG00000197321,10,29746267,30025710,-1,0.534068309864693,278.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000197323,ENSG00000197323,1,114935399,115053781,-1,0.289991252170188,169,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197324,ENSG00000197324,14,23340822,23350789,1,0.00995788458878493,447.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197329,ENSG00000197329,2,64319786,64371588,-1,0.0462131519064579,351,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197345,ENSG00000197345,11,68658744,68671303,-1,0.101486275251784,196.5,Bilateria,Bilateria,Singleton,Old
ENSG00000197353,ENSG00000197353,8,143831568,143833952,-1,0.67614710602268,299,Amniota,Amniota,Duplicate,Middle
ENSG00000197355,ENSG00000197355,9,139971953,139978991,1,0.198896320869102,700,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197360,ENSG00000197360,19,22573821,22715287,-1,0.715287977539681,375,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000197361,ENSG00000197361,15,63889552,63894627,1,0.114830879145331,8.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000197362,ENSG00000197362,7,148766735,148787874,-1,0.0909943150671307,612.5,Euteleostomi,Theria,Duplicate,Middle
ENSG00000197363,ENSG00000197363,8,146024261,146036554,1,0.246983710347373,940.5,Amniota,Amniota,Singleton,Middle
ENSG00000197364,ENSG00000197364,1,153409534,153412425,-1,0.167306871186703,331.5,Theria,Simiiformes,Duplicate,Recent
ENSG00000197372,ENSG00000197372,19,23708433,23870022,-1,0.449330821088608,3531.5,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000197375,ENSG00000197375,5,131705444,131731306,1,0.280844658249444,178,Bilateria,Amniota,Duplicate,Middle
ENSG00000197376,ENSG00000197376,12,48901137,48923680,1,0.420855039069168,101.5,Amniota,Eutheria,Duplicate,Middle
ENSG00000197380,ENSG00000197380,19,47150869,47164395,-1,0.0802265276204284,356,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000197381,ENSG00000197381,21,46493768,46646478,1,0.248420325126903,495,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197385,ENSG00000197385,3,32023263,32033120,1,0.226010198553995,422.5,Amniota,Catarrhini,Duplicate,Recent
ENSG00000197386,ENSG00000197386,4,3076408,3245676,1,0.219711622308401,633,Bilateria,Bilateria,Singleton,Old
ENSG00000197403,ENSG00000197403,1,158735466,158736492,-1,0.890396538986594,445,Tetrapoda,Theria,Duplicate,Middle
ENSG00000197405,ENSG00000197405,19,47793280,47825323,1,0.120564038416435,579.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197408,ENSG00000197408,19,41497204,41524303,1,0.0977386096640621,364.5,Sarcopterygii,Theria,Duplicate,Middle
ENSG00000197409,ENSG00000197409,6,26197068,26199521,-1,0.707069944242416,133.5,Bilateria,Eutheria,Duplicate,Middle
ENSG00000197410,ENSG00000197410,4,155153399,155412930,-1,0.747478927259782,277.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197414,ENSG00000197414,15,22736246,22746002,1,0.528520538895924,9397,Euteleostomi,HomoSapiens,Duplicate,Recent
ENSG00000197415,ENSG00000197415,3,156977531,157251408,-1,0.532214426841358,2693.5,Bilateria,Bilateria,Singleton,Old
ENSG00000197416,ENSG00000197416,8,82437216,82443613,-1,0.47381479858943,623.5,Amniota,Amniota,Duplicate,Middle
ENSG00000197417,ENSG00000197417,17,3511556,3539616,-1,0.141371706900054,40,Bilateria,Bilateria,Singleton,Old
ENSG00000197428,ENSG00000197428,11,4660945,4662068,1,0.987090243278488,135.5,Tetrapoda,Amniota,Duplicate,Middle
ENSG00000197429,ENSG00000197429,1,46159996,46216322,-1,0.0740436022184607,565,Bilateria,Bilateria,Duplicate,Old
ENSG00000197430,ENSG00000197430,10,98102973,98119092,-1,0.17489483868789,345.5,Theria,Theria,Singleton,Middle
ENSG00000197437,ENSG00000197437,1,247835320,247836365,-1,0.745671535875586,479.5,Amniota,Amniota,Duplicate,Middle
ENSG00000197442,ENSG00000197442,6,136878185,137113656,-1,0.319329558181395,516.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197444,ENSG00000197444,10,50942689,50970425,-1,0.420211095171855,66,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197446,ENSG00000197446,19,41620337,41634271,1,0.114967809744185,836,Sarcopterygii,Amniota,Duplicate,Middle
ENSG00000197448,ENSG00000197448,7,142941186,142967947,1,0.29804621777794,423.5,Bilateria,Bilateria,Singleton,Old
ENSG00000197451,ENSG00000197451,5,177631508,177638164,1,0.138105148821819,526,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197457,ENSG00000197457,20,62271061,62284780,-1,0.124050448748403,1683.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000197459,ENSG00000197459,6,26251879,26252303,1,0.541712483675884,242,Mammalia,Eutheria,Duplicate,Middle
ENSG00000197461,ENSG00000197461,7,536895,559933,-1,0.356049394937916,28,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197465,ENSG00000197465,4,144792020,144826716,-1,0.86958170015067,362,HomoPanGorilla,HomoPanGorilla,Duplicate,Recent
ENSG00000197467,ENSG00000197467,10,71561644,71724031,1,0.379937076689,310.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197471,ENSG00000197471,16,29674300,29682187,1,0.142073244917493,519.5,Mammalia,Mammalia,Singleton,Middle
ENSG00000197472,ENSG00000197472,1,247108849,247171395,-1,0.213122531143616,51,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000197479,ENSG00000197479,5,140579183,140582618,1,0.222727333706809,788.5,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000197483,ENSG00000197483,19,55987699,55995854,1,0.125290225792081,732.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000197487,ENSG00000197487,19,56687389,56697144,1,0.27734436981624,200.5,Eutheria,Eutheria,Singleton,Middle
ENSG00000197496,ENSG00000197496,20,45338126,45364965,1,0.304527753658152,136.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197497,ENSG00000197497,19,53662466,53696639,-1,0.231090046209451,172.5,Mammalia,Simiiformes,Duplicate,Recent
ENSG00000197498,ENSG00000197498,6,111303218,111349466,1,0.0893745093512958,118,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000197506,ENSG00000197506,9,86890372,86955672,-1,0.772196403813887,467,Bilateria,Chordata,Duplicate,Old
ENSG00000197520,ENSG00000197520,1,222910549,222924147,1,0.275780770410408,491,Chordata,Euteleostomi,Duplicate,Old
ENSG00000197530,ENSG00000197530,1,1550795,1565990,1,0.155135082498373,79.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000197532,ENSG00000197532,1,158516918,158517895,-1,0.746339650799217,324.5,Tetrapoda,Amniota,Duplicate,Middle
ENSG00000197535,ENSG00000197535,15,52599480,52821247,-1,0.0786615404044726,407.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000197536,ENSG00000197536,5,131746328,131811736,1,0.279823692601908,245,Eutheria,Eutheria,Singleton,Middle
ENSG00000197540,ENSG00000197540,19,544034,549919,1,0.203283188669548,854.5,Euteleostomi,Euteleostomi,Duplicate,Old
